"school","sex","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","age","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","w"
"GP","F","U","LE3","T","other","other","course","father",17,1.5,2.5,2,1.5,0.5,0,1,0,0.5,1,1,1,0.5,4,3,4,1,3.5,5,16,9.5,10,10,54
"GP","F","U","GT3","A","services","other","course","father",16,3,3.5,1.5,1,1,0,0.5,0,0.5,0.5,1,1,0.5,3.5,2.5,1.5,1,2.5,5,8,8,5.5,5.5,56.5
"GP","M","R","GT3","T","at_home","teacher","course","mother",15,3.5,4,2.5,2.5,0,0,1,0,0.5,1,1,0.5,1,4.5,3,3,1,1,5,0,10,0,0,51
"GP","F","U","GT3","T","services","at_home","course","mother",15,3.5,4,2.5,2.5,0,0,1,0,0.5,1,1,0.5,1,4.5,3,3,1,1,5,0,10,0,0,51
"GP","M","R","GT3","T","at_home","other","course","mother",17,2.5,2.5,2,1.5,1.5,0,0.5,0,0,1,1,0.5,0,5,4,5,1.5,3,5,0,7.5,0,0,50.5
"GP","F","U","GT3","A","other","other","course","other",16,3,3.5,1.5,1,1,0,0.5,0,0.5,0.5,1,1,0.5,3.5,2.5,1.5,1,2.5,5,8,8,5.5,5.5,56.5
"GP","M","U","LE3","T","services","other","course","mother",16,1.5,1.5,1.5,1.5,1.5,0,0.5,0,0.5,1,1,0.5,0.5,3,3.5,3.5,1.5,2.5,3.5,4,11.5,10.5,10.5,45.5
"GP","F","U","GT3","T","teacher","teacher","course","mother",15,4,3.5,2,2.5,0,0.5,0.5,0,0.5,1,1,1,0,3,2.5,2,1,1,4,0,11.5,12.5,7.5,49
"GP","M","U","GT3","T","teacher","services","course","father",15,4,3.5,2,2.5,0,0.5,0.5,0,0.5,1,1,1,0,3,2.5,2,1,1,4,0,11.5,12.5,7.5,49
"GP","M","U","LE3","T","services","services","reputation","father",16,1.5,1.5,1.5,1.5,1.5,0,0.5,0,0.5,1,1,0.5,0.5,3,3.5,3.5,1.5,2.5,3.5,4,11.5,10.5,10.5,45.5
"GP","F","U","GT3","T","teacher","services","course","mother",15,2.5,2.5,1,2.5,0,0,1,1,0.5,1,1,1,0,4,3,2,1,1.5,5,1,8.5,11,11,51
"GP","F","U","LE3","T","at_home","at_home","course","mother",16,2.5,2.5,1,1,0,0,0.5,0,0,1,0.5,1,0.5,3,3.5,3,2.5,2,3,1,10.5,10,6.5,43
"GP","M","U","GT3","T","other","other","home","mother",17,2.5,2.5,2,1.5,1.5,0,0.5,0,0,1,1,0.5,0,5,4,5,1.5,3,5,0,7.5,0,0,50.5
"GP","F","U","GT3","T","other","services","course","father",15,2.5,2.5,1,2.5,0,0,1,1,0.5,1,1,1,0,4,3,2,1,1.5,5,1,8.5,11,11,51
"GP","F","U","GT3","T","health","services","home","father",15,2,2,1,2,1.5,0,1,0.5,0,0.5,1,1,0,3.5,3,2,1,1,4,1,8,9,5.5,50
"GP","F","U","GT3","T","at_home","other","course","mother",15,2,2,1,2,1.5,0,1,0.5,0,0.5,1,1,0,3.5,3,2,1,1,4,1,8,9,5.5,50
"GP","M","U","GT3","T","teacher","teacher","course","mother",16,2.5,2.5,1,1,0,0,0.5,0,0,1,0.5,1,0.5,3,3.5,3,2.5,2,3,1,10.5,10,6.5,43
"GP","M","U","LE3","A","services","other","course","mother",15,2.5,2,3,2,2.5,0,0.5,0.5,0.5,1,1,1,0.5,4,3.5,3,2,4,4,4,9,9.5,10,55
"GP","M","U","LE3","T","other","other","course","mother",18,1,1,2,1,3,0,0.5,0,0.5,0.5,0.5,0.5,0.5,3.5,2.5,5,1.5,5,4,3,7.5,6.5,5,51.5
"GP","M","U","LE3","T","at_home","other","course","mother",16,2,1.5,2,1,0.5,0,0,0,0.5,0.5,1,0,0.5,4,3,3,2,3.5,4,4,14.5,14,14.5,43
"GP","F","R","GT3","T","services","services","reputation","other",15,2.5,2,3,2,2.5,0,0.5,0.5,0.5,1,1,1,0.5,4,3.5,3,2,4,4,4,9,9.5,10,55
"GP","M","U","GT3","T","services","at_home","home","mother",19,1.5,1.5,1,1.5,3,0,1,0,0,0.5,0,0.5,0.5,3.5,4.5,3,1,1,4.5,1,6,4,4.5,46.5
"GP","F","U","GT3","T","other","teacher","course","mother",17,2.5,3,1,1,0,0.5,0.5,0,0,1,1,0,0.5,3,2,1.5,2,2,4.5,4,13.5,11.5,12.5,44.5
"GP","M","R","GT3","T","at_home","services","course","mother",15,2.5,2.5,1.5,2,1,1,0.5,0.5,0.5,1,1,0.5,0.5,4,4,4,1,2.5,2,4,8,8.5,7.5,53
"GP","M","R","LE3","T","other","other","reputation","mother",17,2.5,3,1,1,0,0.5,0.5,0,0,1,1,0,0.5,3,2,1.5,2,2,4.5,4,13.5,11.5,12.5,44.5
"GP","F","R","GT3","T","at_home","other","course","mother",18,1,1,2,1,3,0,0.5,0,0.5,0.5,0.5,0.5,0.5,3.5,2.5,5,1.5,5,4,3,7.5,6.5,5,51.5
"GP","M","R","GT3","T","at_home","other","course","mother",16,2,1.5,2,1,0.5,0,0,0,0.5,0.5,1,0,0.5,4,3,3,2,3.5,4,4,14.5,14,14.5,43
"GP","M","U","GT3","T","other","services","course","father",16,2,2.5,1.5,1.5,1,0,0.5,0.5,0.5,1,1,0.5,0.5,4,4.5,4.5,3,4,5,2,8.5,6,6,49.5
"GP","M","R","LE3","T","at_home","other","course","mother",17,1.5,2,1.5,1,1,0,0,0,0.5,1,0,1,0.5,4,3,2.5,1.5,3,3.5,1,8.5,8,5,48
"GP","M","R","GT3","T","other","other","course","mother",15,2.5,2.5,1.5,2,1,1,0.5,0.5,0.5,1,1,0.5,0.5,4,4,4,1,2.5,2,4,8,8.5,7.5,53
"GP","M","U","LE3","T","other","other","course","mother",16,2,2.5,1.5,1.5,1,0,0.5,0.5,0.5,1,1,0.5,0.5,4,4.5,4.5,3,4,5,2,8.5,6,6,49.5
"GP","M","U","GT3","T","at_home","services","course","father",17,1.5,2,1.5,1,1,0,0,0,0.5,1,0,1,0.5,4,3,2.5,1.5,3,3.5,1,8.5,8,5,48
"GP","M","R","LE3","T","other","services","course","mother",17,2.5,2.5,2.5,2,1.5,0,0.5,0.5,1,1,0.5,0.5,0.5,4.5,3.5,4.5,1,4,5,0,9,9.5,8.5,53
"GP","M","U","GT3","T","services","services","course","mother",16,2.5,2,1.5,1.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,4,4,3.5,1.5,2.5,3,10,11,10.5,11,58
"GP","M","U","GT3","T","other","other","course","father",16,2.5,2,1.5,1.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,4,4,3.5,1.5,2.5,3,10,11,10.5,11,58
"GP","F","U","GT3","T","health","services","home","father",16,3,2,1,2,0,0,0.5,1,0,0.5,1,1,0.5,4.5,1.5,4,1,1,3.5,0,10,11,8,48
"GP","F","U","GT3","T","other","other","home","mother",16,3,2,1,2,0,0,0.5,1,0,0.5,1,1,0.5,4.5,1.5,4,1,1,3.5,0,10,11,8,48
"GP","F","U","GT3","T","health","health","reputation","mother",16,3.5,4,2,1.5,1,0,1,0.5,0.5,0.5,1,1,0.5,3.5,4,3.5,1.5,2.5,2.5,0,10,9.5,7,48.5
"GP","M","U","GT3","T","other","other","course","father",16,3.5,4,2,1.5,1,0,1,0.5,0.5,0.5,1,1,0.5,3.5,4,3.5,1.5,2.5,2.5,0,10,9.5,7,48.5
"GP","M","U","GT3","T","other","other","reputation","mother",16,1,1.5,1.5,2,1.5,0,0.5,0.5,1,0.5,1,1,1,4,3,3.5,1,1,3,1,10.5,11,8,59.5
"GP","M","U","LE3","T","teacher","other","reputation","mother",17,2.5,2.5,2.5,2,1.5,0,0.5,0.5,1,1,0.5,0.5,0.5,4.5,3.5,4.5,1,4,5,0,9,9.5,8.5,53
"GP","F","U","GT3","T","at_home","services","home","mother",16,1,1.5,1.5,2,1.5,0,0.5,0.5,1,0.5,1,1,1,4,3,3.5,1,1,3,1,10.5,11,8,59.5
"GP","F","U","LE3","T","other","other","reputation","mother",16,2.5,2.5,2,2,0,0,0.5,1,1,0.5,1,1,0,3.5,4,4.5,1,2.5,4.5,3,11.5,12,10,50
"GP","M","U","LE3","T","teacher","other","course","mother",17,3.5,3,1.5,2,0,0,0,0.5,1,0.5,1,1,0,4,3.5,4,2.5,4,4,4,8,7,7.5,47
"GP","F","U","GT3","T","services","other","reputation","mother",16,2.5,2.5,2,2,0,0,0.5,1,1,0.5,1,1,0,3.5,4,4.5,1,2.5,4.5,3,11.5,12,10,50
"GP","M","U","GT3","T","other","other","reputation","father",17,3.5,3,1.5,2,0,0,0,0.5,1,0.5,1,1,0,4,3.5,4,2.5,4,4,4,8,7,7.5,47
"GP","M","R","GT3","T","teacher","services","other","mother",16,4,2.5,1,1.5,0,0,1,0.5,1,1,1,1,0.5,3.5,3.5,3,2.5,3.5,3,10,9.5,8,8.5,59
"GP","M","U","GT3","T","other","other","course","mother",17,3,3.5,1,2,0,0,1,0,1,1,1,0.5,0.5,5,3,2.5,1.5,2,3.5,2,13,13.5,14,42
"GP","M","U","GT3","T","teacher","other","home","mother",16,4,2.5,1,1.5,0,0,1,0.5,1,1,1,1,0.5,3.5,3.5,3,2.5,3.5,3,10,9.5,8,8.5,59
"GP","M","U","GT3","T","services","other","home","mother",16,3,2.5,1,2,0,0,0.5,1,0.5,1,1,1,0.5,2.5,2,2.5,1,2,2,8,12,13,12,62.5
"GP","F","U","GT3","T","services","services","reputation","father",17,3,3.5,1,2,0,0,1,0,1,1,1,0.5,0.5,5,3,2.5,1.5,2,3.5,2,13,13.5,14,42
"GP","F","U","LE3","T","other","other","reputation","mother",17,3,3,1,2,0,0,1,0,1,1,1,1,1,4.5,3,3.5,2,3,2.5,34,10.5,10.5,9.5,53.5
"GP","F","U","GT3","T","other","other","reputation","mother",16,3,2.5,1,2,0,0,0.5,1,0.5,1,1,1,0.5,2.5,2,2.5,1,2,2,8,12,13,12,62.5
"GP","M","U","GT3","T","services","services","other","mother",17,3,3,1,2,0,0,1,0,1,1,1,1,1,4.5,3,3.5,2,3,2.5,34,10.5,10.5,9.5,53.5
"GP","M","U","GT3","T","services","services","other","mother",16,1.5,1.5,1,1.5,0,0,0.5,1,1,1,1,1,1,3.5,2.5,3,1,2,4,1,13,13.5,13,43.5
"GP","M","U","LE3","T","other","other","course","mother",16,1.5,1.5,1,1.5,0,0,0.5,1,1,1,1,1,1,3.5,2.5,3,1,2,4,1,13,13.5,13,43.5
"GP","F","U","GT3","A","health","other","reputation","mother",17,2,2.5,1,2,0,0,0.5,0,0,0.5,1,0.5,0.5,3,2,3,1,4,3,5,8,8,9.5,47
"GP","M","R","GT3","T","at_home","other","home","mother",17,2,2.5,1,2,0,0,0.5,0,0,0.5,1,0.5,0.5,3,2,3,1,4,3,5,8,8,9.5,47
"GP","F","U","GT3","T","services","services","course","mother",16,2.5,3,1,1.5,0,0,0.5,0,0.5,1,1,1,0,4,3,2.5,2,2.5,3.5,9,9.5,10.5,11.5,49.5
"GP","F","U","GT3","T","at_home","services","course","mother",17,1,1.5,1.5,2,0,0,0,0.5,1,0.5,1,1,0,4.5,3.5,3.5,2.5,3,4,6,7.5,8,8.5,46.5
"GP","M","U","GT3","T","at_home","services","other","other",17,1,1.5,1.5,2,0,0,0,0.5,1,0.5,1,1,0,4.5,3.5,3.5,2.5,3,4,6,7.5,8,8.5,46.5
"GP","M","R","GT3","T","services","services","reputation","mother",16,2.5,3,1,1.5,0,0,0.5,0,0.5,1,1,1,0,4,3,2.5,2,2.5,3.5,9,9.5,10.5,11.5,49.5
"GP","M","U","GT3","T","other","other","home","father",16,2.5,3,2.5,1,0,0,0.5,0.5,0.5,1,1,1,0,4,3,3.5,2,3,3,4,11,11.5,12,54
"GP","F","U","LE3","T","services","services","course","father",17,3,4,1,1.5,0,0,0,0,0.5,1,1,1,0.5,4.5,2.5,2.5,1,1.5,5,2,15.5,15,15.5,49
"GP","M","U","GT3","T","services","teacher","home","mother",17,3,4,1,1.5,0,0,0,0,0.5,1,1,1,0.5,4.5,2.5,2.5,1,1.5,5,2,15.5,15,15.5,49
"GP","M","R","LE3","T","teacher","other","home","father",16,2.5,3,2.5,1,0,0,0.5,0.5,0.5,1,1,1,0,4,3,3.5,2,3,3,4,11,11.5,12,54
"GP","F","U","GT3","T","services","teacher","home","mother",17,2.5,2.5,1.5,1.5,0.5,0,1,0.5,0,0.5,1,0.5,0,4,3,4,1.5,3,1.5,14,13.5,13.5,14,49.5
"GP","F","U","LE3","T","teacher","teacher","reputation","mother",16,4,3.5,1,2,0,0,1,0.5,0.5,1,1,1,0,4,4,3.5,1,3.5,2.5,1,12.5,12.5,13,47.5
"GP","F","U","GT3","T","health","other","home","mother",16,4,3.5,1,2,0,0,1,0.5,0.5,1,1,1,0,4,4,3.5,1,3.5,2.5,1,12.5,12.5,13,47.5
"GP","F","U","GT3","T","other","other","reputation","mother",16,2,2.5,1.5,3,0,0.5,1,1,1,0.5,1,0.5,0,4.5,3.5,4,1,2,4.5,6,9,10,10.5,46.5
"GP","F","U","GT3","T","other","other","course","mother",17,2.5,2.5,1.5,1.5,0.5,0,1,0.5,0,0.5,1,0.5,0,4,3,4,1.5,3,1.5,14,13.5,13.5,14,49.5
"GP","F","R","GT3","T","other","other","reputation","mother",17,2.5,3,1,2,0.5,0,1,0.5,0,1,1,1,0.5,4.5,3.5,2.5,2,3,4,23,8.5,7.5,7.5,41.5
"GP","F","R","GT3","T","services","services","reputation","mother",16,2,2.5,1.5,3,0,0.5,1,1,1,0.5,1,0.5,0,4.5,3.5,4,1,2,4.5,6,9,10,10.5,46.5
"GP","F","U","GT3","T","at_home","services","home","mother",17,2.5,3,1,2,0.5,0,1,0.5,0,1,1,1,0.5,4.5,3.5,2.5,2,3,4,23,8.5,7.5,7.5,41.5
"GP","F","U","GT3","A","services","other","course","mother",16,3.5,2,1,2,1.5,0,0.5,1,0.5,1,1,1,0.5,1.5,3,2.5,1.5,1.5,2.5,7.5,9,9.5,10,54
"GP","F","U","GT3","T","teacher","other","other","mother",16,3.5,2,1,2,1.5,0,0.5,1,0.5,1,1,1,0.5,1.5,3,2.5,1.5,1.5,2.5,7.5,9,9.5,10,54
"GP","F","U","GT3","T","at_home","other","home","mother",16,1.5,1.5,1.5,1.5,0,0.5,1,1,0,1,1,0.5,0,3.5,3,3,1,2.5,4.5,3,10.5,11,12,51
"GP","F","R","GT3","T","teacher","other","reputation","mother",17,4,3.5,1.5,2.5,0,0,1,1,0.5,1,1,1,1,4.5,3.5,3.5,2.5,3,3.5,9.5,9.5,9.5,10,48.5
"GP","F","U","GT3","T","other","other","reputation","other",19,3.5,3,1,3,0,0,1,0.5,0.5,1,1,1,0,4,3,2,1,1.5,2,11,9.5,9.5,9.5,59.5
"GP","M","U","LE3","T","services","other","home","mother",17,4,3.5,1.5,2.5,0,0,1,1,0.5,1,1,1,1,4.5,3.5,3.5,2.5,3,3.5,9.5,9.5,9.5,10,48.5
"GP","F","U","GT3","A","other","other","reputation","mother",16,1.5,1.5,1.5,1.5,0,0.5,1,1,0,1,1,0.5,0,3.5,3,3,1,2.5,4.5,3,10.5,11,12,51
"GP","M","U","GT3","T","services","other","home","mother",18,2.5,2.5,1,2,1,0,1,1,0.5,1,1,1,0,3.5,3,4,2,4,4.5,14,6,6.5,8,48
"GP","F","R","LE3","T","services","other","other","mother",17,3.5,3,1.5,1.5,0,0,0.5,1,0,1,1,0.5,0,4.5,3,2.5,1,2.5,2,7,11,12.5,12.5,46.5
"GP","F","U","LE3","T","other","other","reputation","mother",17,3.5,3,1.5,1.5,0,0,0.5,1,0,1,1,0.5,0,4.5,3,2.5,1,2.5,2,7,11,12.5,12.5,46.5
"GP","F","U","GT3","T","other","other","reputation","mother",17,3,3,1.5,1.5,1,0,0.5,1,0,1,1,0.5,0.5,3,3.5,4,1.5,4,2,12.5,6.5,6.5,6,39.5
"GP","M","U","LE3","T","services","health","home","father",18,2.5,2.5,1,2,1,0,1,1,0.5,1,1,1,0,3.5,3,4,2,4,4.5,14,6,6.5,8,48
"GP","F","U","GT3","T","at_home","other","home","father",17,3,3,1.5,1.5,1,0,0.5,1,0,1,1,0.5,0.5,3,3.5,4,1.5,4,2,12.5,6.5,6.5,6,39.5
"GP","F","U","GT3","T","at_home","at_home","course","mother",17,2,1.5,1.5,2.5,0,0,1,0.5,1,1,1,1,0,4,2.5,4,1,1.5,4.5,3,7.5,8,8,53
"GP","F","R","GT3","T","at_home","services","reputation","mother",17,2,1.5,1.5,2.5,0,0,1,0.5,1,1,1,1,0,4,2.5,4,1,1.5,4.5,3,7.5,8,8,53
"GP","F","U","GT3","T","at_home","other","reputation","mother",17,2,1.5,1,2.5,0.5,0,0.5,0,1,0.5,1,0.5,0.5,4.5,3,4,1,2,4,5,11,10,7.5,43.5
"GP","F","U","GT3","T","services","teacher","other","mother",16,3,3.5,1,2.5,0,0.5,0.5,0,0.5,0.5,1,1,0,3.5,3,1.5,1,1,4,1,14.5,14.5,15.5,48.5
"GP","M","U","GT3","T","other","other","home","mother",18,2.5,1.5,1.5,2,0.5,0,0.5,0.5,0.5,1,1,1,0.5,4,3,3,3,3,4,8,10.5,10.5,10,49.5
"GP","F","U","GT3","T","teacher","services","home","mother",16,3,3.5,1,2.5,0,0.5,0.5,0,0.5,0.5,1,1,0,3.5,3,1.5,1,1,4,1,14.5,14.5,15.5,48.5
"GP","F","R","GT3","T","other","other","reputation","mother",18,2.5,1.5,1.5,2,0.5,0,0.5,0.5,0.5,1,1,1,0.5,4,3,3,3,3,4,8,10.5,10.5,10,49.5
"GP","F","U","GT3","T","other","other","course","mother",17,2,1.5,1,2.5,0.5,0,0.5,0,1,0.5,1,0.5,0.5,4.5,3,4,1,2,4,5,11,10,7.5,43.5
"GP","M","U","LE3","T","services","services","reputation","father",17,2,2,1.5,2.5,0,0,0.5,0.5,0.5,0.5,1,1,0.5,4,2.5,3,1,2.5,3,6,12,10.5,12,51.5
"GP","M","U","LE3","T","at_home","other","course","mother",18,2,1.5,2.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,4.5,4,3,3.5,5,2.5,7,8.5,7.5,4.5,54
"GP","F","U","GT3","A","other","other","course","mother",17,2,2,1.5,2.5,0,0,0.5,0.5,0.5,0.5,1,1,0.5,4,2.5,3,1,2.5,3,6,12,10.5,12,51.5
"GP","F","U","LE3","T","health","other","reputation","father",17,3,2.5,1.5,2,0,0,0.5,0.5,1,1,1,1,0.5,3.5,3.5,2.5,1,1.5,2,9,12,12,12.5,43.5
"GP","M","R","GT3","T","other","other","course","father",17,3,2.5,1.5,2,0,0,0.5,0.5,1,1,1,1,0.5,3.5,3.5,2.5,1,1.5,2,9,12,12,12.5,43.5
"GP","M","U","GT3","T","teacher","teacher","reputation","mother",17,3,3,1,2,0,0.5,0.5,0.5,1,0.5,1,1,1,4,4.5,3.5,3,4,3,9,12.5,11,11,52.5
"GP","M","U","GT3","T","health","other","reputation","father",16,2.5,2.5,1.5,2,0,0,1,1,0.5,1,1,1,0,3.5,3,3,1.5,2.5,3,10,11.5,10,9.5,53
"GP","M","U","LE3","T","other","other","home","mother",16,2.5,2.5,1.5,2,0,0,1,1,0.5,1,1,1,0,3.5,3,3,1.5,2.5,3,10,11.5,10,9.5,53
"GP","M","U","GT3","T","at_home","other","reputation","mother",16,2.5,1.5,1.5,2,0,0,0,0,0.5,1,1,1,1,4.5,4,2.5,1,2,3.5,15,12,10.5,11,49
"GP","M","U","LE3","T","other","other","home","father",17,3,3,1,2,0,0.5,0.5,0.5,1,0.5,1,1,1,4,4.5,3.5,3,4,3,9,12.5,11,11,52.5
"GP","F","U","GT3","T","other","other","home","mother",16,2.5,1.5,1.5,2,0,0,0,0,0.5,1,1,1,1,4.5,4,2.5,1,2,3.5,15,12,10.5,11,49
"GP","F","R","GT3","T","at_home","services","course","mother",17,3,2,2.5,2,0,0,0,0,1,1,1,0.5,0.5,2,3,3,1,2.5,4,8,12.5,11.5,11.5,54.5
"GP","M","U","GT3","T","other","services","reputation","father",18,2,1.5,2.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,4.5,4,3,3.5,5,2.5,7,8.5,7.5,4.5,54
"GP","M","U","LE3","T","health","other","course","mother",17,3,2,2.5,2,0,0,0,0,1,1,1,0.5,0.5,2,3,3,1,2.5,4,8,12.5,11.5,11.5,54.5
"GP","M","R","LE3","A","teacher","other","course","mother",17,3,3.5,2,1.5,0,0,0.5,0.5,0,1,1,1,0,4,2.5,2.5,1.5,2,3,3,11,11.5,12.5,48
"GP","M","U","LE3","T","teacher","other","course","mother",16,4,3.5,1,1,0,0,0,0,1,0.5,1,1,0,5,3.5,3.5,1,1.5,4,0,9.5,6,6,47
"GP","M","U","GT3","T","services","services","course","mother",16,4,3.5,1,1,0,0,0,0,1,0.5,1,1,0,5,3.5,3.5,1,1.5,4,0,9.5,6,6,47
"GP","F","U","GT3","T","other","other","course","other",18,2.5,2,1.5,2.5,0.5,0,1,0.5,0,0.5,1,1,1,4,3.5,3.5,1,2,4,4,5,2.5,2.5,52
"GP","M","U","GT3","T","other","other","course","mother",16,1,1.5,2,1,0,0,0,0.5,0,0.5,1,1,0,4,3,2.5,1.5,2.5,4.5,3,15.5,16.5,16.5,51.5
"GP","M","U","GT3","T","other","other","course","father",17,3,3.5,2,1.5,0,0,0.5,0.5,0,1,1,1,0,4,2.5,2.5,1.5,2,3,3,11,11.5,12.5,48
"GP","M","U","GT3","T","services","services","other","mother",21,2,1.33333333333333,1,1.33333333333333,2.66666666666667,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,5,4.66666666666667,4,4,4.33333333333333,2.66666666666667,10,8.33333333333333,8.33333333333333,8,54.6666666666667
"GP","M","R","LE3","T","other","services","course","mother",18,2.5,2,1.5,2.5,0.5,0,1,0.5,0,0.5,1,1,1,4,3.5,3.5,1,2,4,4,5,2.5,2.5,52
"GP","M","U","GT3","T","other","other","other","mother",16,1,1.5,2,1,0,0,0,0.5,0,0.5,1,1,0,4,3,2.5,1.5,2.5,4.5,3,15.5,16.5,16.5,51.5
"GP","M","U","GT3","T","services","other","course","mother",18,2.5,1.5,1.5,1,1,0,0,0,0,0.5,0,1,0,3.5,3,5,2,4.5,5,2,6,8.5,8,54.5
"GP","M","U","GT3","T","at_home","other","reputation","other",16,2.5,2,2.5,1.5,0,0.5,0.5,0,0.5,0,1,0.5,0,4,3,2.5,1,3,2.5,3,7.5,9.5,9,51
"GP","M","U","GT3","T","services","services","other","mother",18,2.5,1.5,1.5,1,1,0,0,0,0,0.5,0,1,0,3.5,3,5,2,4.5,5,2,6,8.5,8,54.5
"GP","M","R","GT3","T","other","other","course","mother",16,2.5,2,2.5,1.5,0,0.5,0.5,0,0.5,0,1,0.5,0,4,3,2.5,1,3,2.5,3,7.5,9.5,9,51
"GP","M","R","GT3","T","other","other","course","mother",17,1.5,1,1.5,1,0.5,0,0.5,0,0.5,0.5,1,1,0,4,4,3,1.5,3,5,1,7.5,10.5,10,38.5
"GP","M","U","LE3","T","health","other","course","mother",17,1.5,1,1.5,1,0.5,0,0.5,0,0.5,0.5,1,1,0,4,4,3,1.5,3,5,1,7.5,10.5,10,38.5
"GP","F","U","LE3","T","teacher","services","reputation","mother",17,3,2,1,4,0,0,0.5,1,1,1,1,1,0.5,3.5,3,2,1,1,3,3,12,10.5,6.5,53
"GP","M","U","LE3","A","services","at_home","reputation","mother",19,3.5,3,1,3,0,0,1,0.5,0.5,1,1,1,0,4,3,2,1,1.5,2,11,9.5,9.5,9.5,59.5
"GP","M","U","GT3","T","other","other","home","mother",18,3,2,1,2,0,0,0.5,0.5,0.5,1,1,1,0.5,4,1.5,3,1,2.5,3,14.5,16,16,16,48.5
"GP","F","U","LE3","T","services","services","course","father",17,3,2,1,4,0,0,0.5,1,1,1,1,1,0.5,3.5,3,2,1,1,3,3,12,10.5,6.5,53
"GP","F","U","GT3","T","services","other","home","father",18,3,2,1,2,0,0,0.5,0.5,0.5,1,1,1,0.5,4,1.5,3,1,2.5,3,14.5,16,16,16,48.5
"GP","M","U","GT3","T","teacher","other","course","mother",18,3.5,2.5,1,2.5,0,0,0.5,0.5,0.5,0,1,0.5,0,4.5,3,2,1,1,3,1.5,10.5,10,10,46
"GP","M","R","GT3","T","other","other","course","mother",18,3.5,2.5,1,2.5,0,0,0.5,0.5,0.5,0,1,0.5,0,4.5,3,2,1,1,3,1.5,10.5,10,10,46
"GP","F","U","GT3","T","other","other","home","mother",17,3,2,1,2.5,0,0,0,0.5,1,0.5,1,0.5,0.5,4,3,3.5,2,2.5,4.5,3,9.5,9,9.5,48.5
